"synsetid","sampleid","sample"
"104975739","1","yellow and blue are complementaries"
"104975988","1","her healthy coloration"
"104976188","1","her hair-coloring was unusual: a very pale gold"
"104978050","1","the tawniness of his complexion"
"104978371","1","only the whiteness of her cheeks gave any indication of the stress from which she was suffering"
"104979002","1","a skunk's aposematic coloration"
"104979425","1","I establish the colors and principal values by organizing the painting into three values--dark\, medium...and light"
"104981139","1","the sound of rain on the roof"
"104981139","2","the beautiful sound of music"
"104981658","1","it has the ring of sincerity"
"104981781","1","singing in unison"
"104981941","1","A shrill voice sounded behind us"
"104982207","1","he needed silence in order to sleep"
"104982207","2","the street was quiet"
"104982478","1","the still of the night"
"104984007","1","then another melodic line is added to the texture"
"104986147","1","he spoke in a low key"
"104986883","1","the Beijing dialect uses four tones"
"104987169","1","he cannot sing in tune"
"104987169","2","the clarinet was out of tune"
"104987620","1","the timbre of her soprano was rich and lovely"
"104987620","2","the muffled tones of the broken bell summoned them to meet"
"104988478","1","the recording fails to capture the true color of the original music"
"104989015","1","the music had a fullness that echoed through the hall"
"104989015","2","the cheap wine had no body\, no mellowness"
"104989015","3","he was well aware of the richness of his own appearance"
"104990220","1","the kids played their music at full volume"
"104990877","1","and in softness almost beyond hearing"
"104992834","1","the pungency of mustard"
"104992834","2","the sulfurous bite of garlic"
"104992834","3","the sharpness of strange spices"
"104992834","4","the raciness of the wine"
"104995100","1","the acridity of alkali"
"104998254","1","bipedalism made the human form of birth possible"
"104999401","1","she disliked fatness in herself as well as in others"
"104999741","1","he recommended exercise to reduce my adiposity"
"105002822","1","stood with good posture"
"105003090","1","he had a funny walk"
"105003590","1","a beautiful figure which she used in subtle movements of unparalleled grace"
"105004895","1","he awoke with a painful stiffness in his neck"
"105005809","1","the vitality of a seed"
"105006020","1","gave sentience to slugs and newts"
"105006898","1","she didn't want to know the sex of the foetus"
"105010314","1","he measure the dissolubility of sugar in water"
"105010801","1","she could hear echoes of her own footsteps"
"105012272","1","enthalpy is the amount of energy in a system capable of doing mechanical work"
"105012585","1","entropy increases as matter and energy in the universe degrade to an ultimate state of inert uniformity"
"105014099","1","they brought the water to a boil"
"105014308","1","the mercury was falling rapidly"
"105014556","1","the stew remained at a simmer for hours"
"105015117","1","the coldness made our breath visible"
"105015117","2","come in out of the cold"
"105015117","3","cold is a vasoconstrictor"
"105015678","1","the chilliness of early morning"
"105016001","1","the cool of early morning"
"105016753","1","an agreeable warmth in the house"
"105017458","1","low visibility caused by fog"
"105018103","1","its luminosity is measured relative to that of our sun"
"105019661","1","a galvanometer of extreme sensitivity"
"105019661","2","the sensitiveness of Mimosa leaves does not depend on a change of growth"
"105020358","1","the waistband had lost its snap"
"105023404","1","he objected to the deadness of the tennis balls"
"105027529","1","the heaviness of lead"
"105028159","1","the least preponderance in either pan will unbalance the scale"
"105028700","1","the lightness of balsa wood"
"105029137","1","the momentum of the particles was deduced from meteoritic velocities"
"105029327","1","any rotating body has an angular momentum about its center of mass"
"105029327","2","angular momentum makes the world go round"
"105029706","1","fatigue sapped his strength"
"105031367","1","the smallness of her voice"
"105031849","1","his muscular firmness"
"105032351","1","he didn't have the guts to try it"
"105032565","1","the marathon tests a runner's endurance"
"105033046","1","that old Broadway play really has legs"
"105033569","1","he had drunk beyond his capacity"
"105033906","1","immunity to criticism"
"105034225","1","the toxin's potency"
"105034225","2","the strength of the drinks"
"105035353","1","he hit with all the force he could muster"
"105035353","2","it was destroyed by the strength of the gale"
"105035353","3","a government has not the vitality and forcefulness of a living man"
"105035712","1","bore the brunt of the attack"
"105035820","1","the car's momentum carried it off the road"
"105035961","1","he plays tennis with great energy"
"105035961","2","he's full of zip"
"105036237","1","his music is characterized by a happy athleticism"
"105037037","1","they were wearied with the foulness of the weather"
"105037197","1","he learned the seriousness of his illness"
"105037394","1","the vehemence of his denial"
"105037394","2","his emphasis on civil rights"
"105037617","1","he screamed at the top of his lungs"
"105037813","1","the storm's violence"
"105038251","1","the coastline is littered with testaments to the savageness of the waters"
"105038251","2","a craving for barbaric splendor\, for savagery and color and the throb of drums"
"105040275","1","his weakness increased as he became older"
"105040275","2","the weakness of the span was overlooked until it collapsed"
"105040939","1","a shrill yet sweet tenuity of voice"
